Request ID,Location Name,Landmark,Request Type,Request Status,Evaluation Status,Funding Status,Evaluation Rank,Evaluation Score,Ranking Month,Ranking Year,Primary St Block,Primary St Prefix Direction,Primary St,Cross St Block,Cross St Prefix,Cross St,Evaluation ID,Location,Request Note,Location Latitude,Location Longitude
REQ16-001055,2400 BLK RUTLAND DR,,PHB,TURNED_ON,COMPLETED,Funded,7,440,,,2400,,RUTLAND DR,0,,,PVL16-000025,"(30.3827038, -97.7218704)",,30.3827038,-97.7218704
REQ16-000625,SH 45  / ESCARPMENT BLVD,,TRAFFIC,TURNED_ON,COMPLETED,Funded,3,185,,,6400,,SH 45,11600,,ESCARPMENT BLVD,TVL16-000410,"(30.1820621, -97.8996201)",,30.1820621,-97.8996201
REQ14-001345,CAMERON RD / CAMINO LA COSTA,,TRAFFIC,DESIGN,COMPLETED,2016,4,300,DEC,2014,6900,,CAMERON RD,1300,,CAMINO LA COSTA,TVL14-001045,"(30.323827, -97.6935791)",,30.323827,-97.6935791
REQ15-001860,1150 BLK AIRPORT BLVD,,PHB,RECOMMENDED,COMPLETED,None Identified,2,574,DEC,2015,1150,,AIRPORT BLVD,0,,,PVL15-001010,"(30.276036, -97.699628)",,30.276036,-97.699628
17-002455,11TH ST / BRANCH ST,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,122,60,DEC,2017,800,E,11TH ST,1100,,BRANCH ST,TVL17-004140,"(30.270033, -97.731496)",,30.270033,-97.731496
17-002615,BERKMAN DR / TOM MILLER ST,,PHB,RECENTLY RECEIVED,IN PROGRESS,None Identified,129,121,DEC,2017,3800,,BERKMAN DR,2800,,TOM MILLER ST,PVL17-001865,"(30.290142, -97.698801)",,30.290142,-97.698801
17-002620,WALTER SEAHOLM DR / 2ND ST,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,7,260,DEC,2017,100,,WALTER SEAHOLM DR,801,W,2ND ST,TVL17-003510,"(30.266701, -97.753239)",,30.266701,-97.753239
17-002670,CONGRESS AVE / RALPH ABLANEDO DR,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,16,190,DEC,2017,8400,S,CONGRESS AVE,101,,RALPH ABLANEDO DR,TVL17-003445,"(30.172955, -97.785284)",,30.172955,-97.785284
17-002685,1ST ST / DESERT PRIMROSE DR,,PHB,STUDY,COMPLETED,1/4 Cent,,0,DEC,2017,10846,S,1ST ST,101,,DESERT PRIMROSE DR,PVL17-002405,"(30.145474, -97.80418)",Funding from Safe Routes to School,30.145474,-97.80418
REQ14-000005,OHLEN RD / CONTOUR DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,42,140,DEC,2016,1740,,OHLEN RD,8500,,CONTOUR DR,TVL16-002245,"(30.3627996, -97.7192269)",,30.3627996,-97.7192269
REQ14-000005,OHLEN RD / CONTOUR DR,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,47,140,DEC,2017,1740,,OHLEN RD,8500,,CONTOUR DR,TVL17-004030,"(30.3627996, -97.7192269)",,30.3627996,-97.7192269
REQ14-000010,STASSNEY LN / STASSNEY LN (Austin City Lights & Griffis SoCo Apts),Austin City Lights & Griffis SoCo Apts,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,10,189,DEC,2014,400,E,STASSNEY LN,500,E,STASSNEY LN,TVL14-001100,"(30.20253, -97.771253)",Austin City Lights Apts. & Griffis SoCo Apts.,30.20253,-97.771253
REQ14-000010,STASSNEY LN / STASSNEY LN (Austin City Lights & Griffis SoCo Apts),Austin City Lights & Griffis SoCo Apts,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,30,158,DEC,2016,400,E,STASSNEY LN,500,E,STASSNEY LN,TVL16-002250,"(30.20253, -97.771253)",Austin City Lights Apts. & Griffis SoCo Apts.,30.20253,-97.771253
REQ14-000010,STASSNEY LN / STASSNEY LN (Austin City Lights & Griffis SoCo Apts),Austin City Lights & Griffis SoCo Apts,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,37,158,DEC,2017,400,E,STASSNEY LN,500,E,STASSNEY LN,TVL17-004025,"(30.20253, -97.771253)",Austin City Lights Apts. & Griffis SoCo Apts.,30.20253,-97.771253
REQ16-000015,AVERY RANCH BLVD / PEARSON RANCH RD,,TRAFFIC,STUDY,COMPLETED,None Identified,9,210,DEC,2016,16100,,AVERY RANCH BLVD,9400,,PEARSON RANCH RD,TVL16-000015,"(30.5033855, -97.75202928)",School hours,30.5033855,-97.75202928
REQ14-000040,BRAKER LN / MUSKET VALLEY TRL,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,68,105,DEC,2017,1501,E,BRAKER LN,1404,,MUSKET VALLEY TRL,TVL17-004005,"(30.3739967, -97.656456)",,30.3739967,-97.656456
REQ14-000045,MONTOPOLIS DR / HOGAN AVE,,TRAFFIC,STUDY,COMPLETED,None Identified,6,238,DEC,2014,902,,MONTOPOLIS DR,6000,,HOGAN AVE,TVL14-001065,"(30.2345549, -97.697334)",,30.2345549,-97.697334
REQ14-000050,AVERY RANCH BLVD / LOXLEY LN,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,26,45,DEC,2014,15400,,AVERY RANCH BLVD,9900,,LOXLEY LN,TVL14-001060,"(30.500202, -97.7631289)",,30.500202,-97.7631289
REQ14-000050,AVERY RANCH BLVD / LOXLEY LN,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,111,45,DEC,2016,15400,,AVERY RANCH BLVD,9900,,LOXLEY LN,TVL16-002275,"(30.500202, -97.7631289)",,30.500202,-97.7631289
REQ14-000050,AVERY RANCH BLVD / LOXLEY LN,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,105,75,DEC,2017,15400,,AVERY RANCH BLVD,9900,,LOXLEY LN,TVL17-004000,"(30.500202, -97.7631289)",,30.500202,-97.7631289
REQ14-000055,DAVIS LN / LATTA DR,,TRAFFIC,NOT RECOMMENDED,COMPLETED,None Identified,12,175,DEC,2014,4719,,DAVIS LN,8601,,LATTA DR,TVL14-001055,"(30.203996, -97.8585342)",PHB constructed here 10/28/16,30.203996,-97.8585342
REQ14-000095,CONGRESS AVE / RAMBLE LN,,TRAFFIC,NOT RECOMMENDED,COMPLETED,1/4 Cent,50,87,JUL,2014,5100,S,CONGRESS AVE,101,,RAMBLE LN,TVL14-000865,"(30.2088768, -97.7728423)",Does not meet signal warrants.  Will re-evaluate in 6 months.,30.2088768,-97.7728423
REQ14-000100,FM 969 RD / PARK AT WOODLANDS DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,24,50,DEC,2014,8600,,FM 969 RD,5000,,PARK AT WOODLANDS DR,TVL14-001010,"(30.2731013, -97.6343397)",,30.2731013,-97.6343397
REQ14-000100,FM 969 RD / PARK AT WOODLANDS DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,109,50,DEC,2016,8600,,FM 969 RD,5000,,PARK AT WOODLANDS DR,TVL16-002305,"(30.2731013, -97.6343397)",,30.2731013,-97.6343397
REQ14-000100,FM 969 RD / PARK AT WOODLANDS DR,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,132,50,DEC,2017,8600,,FM 969 RD,5000,,PARK AT WOODLANDS DR,TVL17-003980,"(30.2731013, -97.6343397)",,30.2731013,-97.6343397
REQ14-000105,WALSH TARLTON LN / THOUSAND OAKS CV,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,25,47,DEC,2014,1500,,WALSH TARLTON LN,3301,,THOUSAND OAKS CV,TVL14-001005,"(30.2667331, -97.8060653)",,30.2667331,-97.8060653
REQ14-000105,WALSH TARLTON LN / THOUSAND OAKS CV,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,111,45,DEC,2016,1500,,WALSH TARLTON LN,3301,,THOUSAND OAKS CV,TVL16-002310,"(30.2667331, -97.8060653)",,30.2667331,-97.8060653
REQ14-000120,BERKMAN DR / SUFFOLK DR,,TRAFFIC,STUDY,COMPLETED,1/4 Cent,19,110,DEC,2014,5400,,BERKMAN DR,1500,,SUFFOLK DR,TVL14-000990,"(30.3077316, -97.6964722)",Part of a 1/4 Cent Study for this area.,30.3077316,-97.6964722
REQ14-000290,OLTORF ST / THORNTON RD,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,84,83,DEC,2016,1400,W,OLTORF ST,2101,,THORNTON RD,TVL16-002410,"(30.2465545, -97.7692612)",,30.2465545,-97.7692612
REQ14-000185,CESAR CHAVEZ ST / SAN MARCOS ST,,TRAFFIC,STUDY,COMPLETED,None Identified,6,254,JUL,2014,900,E,CESAR CHAVEZ ST,100,,SAN MARCOS ST,TVL14-000925,"(30.2605892, -97.7346111)",,30.2605892,-97.7346111
REQ14-000165,NUCKOLS CROSSING RD / TERI RD,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,13,180,DEC,2016,4923,,NUCKOLS CROSSING RD,5100,,TERI RD,TVL16-002330,"(30.1949907, -97.7377797)",,30.1949907,-97.7377797
REQ14-000170,HOWARD LN / HOWARD LN (CMTA Howard Ln Rail Station - East Driveway),CMTA Howard Ln Rail Station - East Driveway,TRAFFIC,NOT RECOMMENDED,COMPLETED,None Identified,18,204,JUL,2014,3800,W,HOWARD LN,3701,W,HOWARD LN,TVL14-000940,"(30.4407215, -97.7002716)",,30.4407215,-97.7002716
REQ14-000265,SLAUGHTER LN / ROCHELLE DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,59,110,DEC,2016,3100,W,SLAUGHTER LN,3027,,ROCHELLE DR,TVL16-002380,"(30.1797325, -97.8418339)",,30.1797325,-97.8418339
REQ14-000265,SLAUGHTER LN / ROCHELLE DR,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,61,110,DEC,2017,3100,W,SLAUGHTER LN,3027,,ROCHELLE DR,TVL17-003925,"(30.1797325, -97.8418339)",,30.1797325,-97.8418339
REQ14-000270,PARMER LN / ROLLING HILL DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,47,100,JUL,2014,1320,W,PARMER LN,12408,,ROLLING HILL DR,TVL14-000840,"(30.4093774, -97.6822859)",,30.4093774,-97.6822859
REQ14-000270,PARMER LN / ROLLING HILL DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,71,100,DEC,2016,1320,W,PARMER LN,12408,,ROLLING HILL DR,TVL16-002385,"(30.4093774, -97.6822859)",,30.4093774,-97.6822859
REQ14-000270,PARMER LN / ROLLING HILL DR,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,16,190,DEC,2017,1320,W,PARMER LN,12408,,ROLLING HILL DR,TVL17-003920,"(30.4093774, -97.6822859)",,30.4093774,-97.6822859
REQ14-000275,6TH ST / ROBERT T MARTINEZ JR ST,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,19,170,DEC,2016,1900,E,6TH ST,600,,ROBERT T MARTINEZ JR ST,TVL16-003335,"(30.2602953, -97.7186104)",,30.2602953,-97.7186104
REQ14-000280,WILLIAM CANNON DR / VOUGEOT DR,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,80,93,DEC,2017,5014,E,WILLIAM CANNON DR,6601,,VOUGEOT DR,TVL17-003915,"(30.1803981, -97.7487077)",,30.1803981,-97.7487077
REQ14-000285,SAN JACINTO BLVD / 17TH ST,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,47,131,DEC,2016,1700,,SAN JACINTO BLVD,200,E,17TH ST,TVL16-002405,"(30.2780472, -97.7364433)",,30.2780472,-97.7364433
REQ14-000860,1ST ST / MAIRO ST,,PHB,CONSTRUCTION,COMPLETED,1/4 Cent,57,385,JUL,2014,8002,S,1ST ST,619,,MAIRO ST,PVL14-000510,"(30.1811607, -97.7947428)",Near Williams ES,30.1811607,-97.7947428
REQ14-000290,OLTORF ST / THORNTON RD,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,91,83,DEC,2017,1400,W,OLTORF ST,2101,,THORNTON RD,TVL17-003905,"(30.2465545, -97.7692612)",,30.2465545,-97.7692612
REQ14-000295,10000 BLK MANCHACA RD (Moontower Saloon),Moontower Saloon,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,79,85,DEC,2016,10000,,MANCHACA RD,0,,,TVL16-002415,"(30.168971, -97.825726)",,30.168971,-97.825726
REQ14-001400,700 BLK CENTER RIDGE DR,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,85,335,DEC,2017,700,,CENTER RIDGE DR,0,,,PVL17-002000,"(30.4176425, -97.6712075)",,30.4176425,-97.6712075
REQ16-000300,1ST ST / ELIZABETH ST,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,55,115,DEC,2016,1400,S,1ST ST,601,W,ELIZABETH ST,TVL16-000010,"(30.2503624, -97.7547684)",School for the Deaf has issues getting buses out onto S. 1st St.  Please observe Elizabeth at the east approach to S. 1st St.,30.2503624,-97.7547684
REQ16-000300,1ST ST / ELIZABETH ST,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,40,116,JUL,2014,1400,S,1ST ST,601,W,ELIZABETH ST,TVL16-000810,"(30.2503624, -97.7547684)",School for the Deaf has issues getting buses out onto S. 1st St.  Please observe Elizabeth at the east approach to S. 1st St.,30.2503624,-97.7547684
REQ16-000300,1ST ST / ELIZABETH ST,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,45,145,DEC,2017,1400,S,1ST ST,601,W,ELIZABETH ST,TVL17-004050,"(30.2503624, -97.7547684)",School for the Deaf has issues getting buses out onto S. 1st St.  Please observe Elizabeth at the east approach to S. 1st St.,30.2503624,-97.7547684
REQ14-000305,16TH ST / SAN JACINTO BLVD,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,76,95,DEC,2016,100,E,16TH ST,1600,,SAN JACINTO BLVD,TVL16-002420,"(30.2771636, -97.7367639)",,30.2771636,-97.7367639
REQ14-000305,16TH ST / SAN JACINTO BLVD,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,48,95,JUL,2014,100,E,16TH ST,1600,,SAN JACINTO BLVD,TVL14-000805,"(30.2771636, -97.7367639)",,30.2771636,-97.7367639
REQ14-000305,16TH ST / SAN JACINTO BLVD,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,116,65,DEC,2017,100,E,16TH ST,1600,,SAN JACINTO BLVD,TVL17-003895,"(30.2771636, -97.7367639)",,30.2771636,-97.7367639
REQ14-000005,OHLEN RD / CONTOUR DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,16,140,DEC,2014,1740,,OHLEN RD,8500,,CONTOUR DR,TVL14-001105,"(30.3627996, -97.7192269)",,30.3627996,-97.7192269
REQ14-000330,CONGRESS AVE / LELAND ST (St. Edwards),St. Edwards,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,26,164,JUL,2014,2000,S,CONGRESS AVE,100,,LELAND ST,TVL14-000780,"(30.243446, -97.751915)",,30.243446,-97.751915
REQ14-000330,CONGRESS AVE / LELAND ST (St. Edwards),St. Edwards,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,31,164,DEC,2017,2000,S,CONGRESS AVE,100,,LELAND ST,TVL17-003875,"(30.243446, -97.751915)",,30.243446,-97.751915
REQ14-000335,WEST GATE BLVD / BERKELEY AVE,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,15,199,DEC,2017,6705,,WEST GATE BLVD,2615,,BERKELEY AVE,TVL17-003870,"(30.208757, -97.8143408)",,30.208757,-97.8143408
REQ14-000340,500 BLK S 1ST ST (Timbercreek Apartments),Timbercreek Apartments,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,40,142,DEC,2016,500,S,1ST ST,0,,,TVL16-002450,"(30.2555353, -97.7521117)",,30.2555353,-97.7521117
REQ14-000340,500 BLK S 1ST ST (Timbercreek Apartments),Timbercreek Apartments,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,25,165,JUL,2014,500,S,1ST ST,0,,,TVL14-000770,"(30.2555353, -97.7521117)",,30.2555353,-97.7521117
REQ14-000340,500 BLK S 1ST ST (Timbercreek Apartments),Timbercreek Apartments,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,46,142,DEC,2017,500,S,1ST ST,0,,,TVL17-003865,"(30.2555353, -97.7521117)",,30.2555353,-97.7521117
REQ14-000340,500 BLK S 1ST ST (Timbercreek Apartments),Timbercreek Apartments,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,50,395,DEC,2017,500,S,1ST ST,0,,,PVL17-002420,"(30.2555353, -97.7521117)",,30.2555353,-97.7521117
REQ14-000345,HOWARD LN / MC NEIL MERRILLTOWN RD,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,109,50,DEC,2016,4400,W,HOWARD LN,13800,,MC NEIL MERRILLTOWN RD,TVL16-002455,"(30.443568, -97.707788)",,30.443568,-97.707788
REQ14-000345,HOWARD LN / MC NEIL MERRILLTOWN RD,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,58,50,JUL,2014,4400,W,HOWARD LN,13800,,MC NEIL MERRILLTOWN RD,TVL14-000765,"(30.443568, -97.707788)",,30.443568,-97.707788
REQ14-000345,HOWARD LN / MC NEIL MERRILLTOWN RD,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,132,50,DEC,2017,4400,W,HOWARD LN,13800,,MC NEIL MERRILLTOWN RD,TVL17-003860,"(30.443568, -97.707788)",,30.443568,-97.707788
REQ16-000350,RIVERSIDE DR / ANISE DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,103,57,DEC,2016,6900,E,RIVERSIDE DR,1727,,ANISE DR,TVL16-001110,"(30.221949, -97.6963681)",,30.221949,-97.6963681
REQ16-000350,RIVERSIDE DR / ANISE DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,56,56,JUL,2014,6900,E,RIVERSIDE DR,1727,,ANISE DR,TVL16-000760,"(30.221949, -97.6963681)",,30.221949,-97.6963681
REQ16-000350,RIVERSIDE DR / ANISE DR,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,125,57,DEC,2017,6900,E,RIVERSIDE DR,1727,,ANISE DR,TVL17-004040,"(30.221949, -97.6963681)",,30.221949,-97.6963681
REQ14-000355,13TH ST / SAN JACINTO BLVD,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,53,116,DEC,2016,200,E,13TH ST,1300,,SAN JACINTO BLVD,TVL16-002460,"(30.274358, -97.7378129)",,30.274358,-97.7378129
REQ14-000355,13TH ST / SAN JACINTO BLVD,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,40,116,JUL,2014,200,E,13TH ST,1300,,SAN JACINTO BLVD,TVL14-000755,"(30.274358, -97.7378129)",,30.274358,-97.7378129
REQ14-000355,13TH ST / SAN JACINTO BLVD,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,84,86,DEC,2017,200,E,13TH ST,1300,,SAN JACINTO BLVD,TVL17-003855,"(30.274358, -97.7378129)",,30.274358,-97.7378129
REQ14-000360,THAXTON RD / PANADERO DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,67,106,DEC,2016,7900,,THAXTON RD,8201,,PANADERO DR,TVL16-002465,"(30.1576965, -97.7436129)",,30.1576965,-97.7436129
REQ14-000360,THAXTON RD / PANADERO DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,53,69,JUL,2014,7900,,THAXTON RD,8201,,PANADERO DR,TVL14-000750,"(30.1576965, -97.7436129)",,30.1576965,-97.7436129
REQ14-000375,CESAR CHAVEZ ST / LINDEN ST,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,116,65,DEC,2017,2900,E,CESAR CHAVEZ ST,100,,LINDEN ST,TVL17-003835,"(30.2522873, -97.7108344)",,30.2522873,-97.7108344
REQ14-000380,JAIN LN / GARDNER RD,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,102,58,DEC,2016,5900,,JAIN LN,1100,,GARDNER RD,TVL16-002485,"(30.2598383, -97.6817431)",,30.2598383,-97.6817431
REQ14-000380,JAIN LN / GARDNER RD,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,54,66,JUL,2014,5900,,JAIN LN,1100,,GARDNER RD,TVL14-000730,"(30.2598383, -97.6817431)",,30.2598383,-97.6817431
REQ14-000380,JAIN LN / GARDNER RD,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,124,58,DEC,2017,5900,,JAIN LN,1100,,GARDNER RD,TVL17-003830,"(30.2598383, -97.6817431)",,30.2598383,-97.6817431
REQ14-000390,FAR WEST BLVD / NORTHLEDGE DR,,TRAFFIC,NOT RECOMMENDED,COMPLETED,None Identified,,65,DEC,2016,3920,,FAR WEST BLVD,7000,,NORTHLEDGE DR,TVL16-002490,"(30.3576298, -97.76214922)",PHB has been constructed at this location.,30.3576298,-97.76214922
REQ14-000390,FAR WEST BLVD / NORTHLEDGE DR,,TRAFFIC,NOT RECOMMENDED,COMPLETED,None Identified,55,65,JUL,2014,3920,,FAR WEST BLVD,7000,,NORTHLEDGE DR,TVL14-000720,"(30.3576298, -97.76214922)",PHB has been constructed at this location.,30.3576298,-97.76214922
REQ15-000445,1ST ST / HYDE PARK PL,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,27,64,MAY,2015,8400,S,1ST ST,601,,HYDE PARK PL,TVL15-000665,"(30.1766604, -97.7978134)",,30.1766604,-97.7978134
REQ15-000445,1ST ST / HYDE PARK PL,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,114,67,DEC,2017,8400,S,1ST ST,601,,HYDE PARK PL,TVL17-003800,"(30.1766604, -97.7978134)",,30.1766604,-97.7978134
REQ16-000450,HOWARD LN / GREINERT DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,17,110,MAY,2016,100,E,HOWARD LN,13700,,GREINERT DR,TVL16-000660,"(30.4151395, -97.6552258)",,30.4151395,-97.6552258
REQ16-000450,HOWARD LN / GREINERT DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,59,110,DEC,2016,100,E,HOWARD LN,13700,,GREINERT DR,TVL16-002525,"(30.4151395, -97.6552258)",,30.4151395,-97.6552258
REQ16-000450,HOWARD LN / GREINERT DR,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,97,80,DEC,2017,100,E,HOWARD LN,13700,,GREINERT DR,TVL17-003795,"(30.4151395, -97.6552258)",,30.4151395,-97.6552258
REQ15-000455,WEST GATE BLVD / MANASSAS DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,86,81,DEC,2016,7700,,WEST GATE BLVD,7701,,MANASSAS DR,TVL16-003225,"(30.1999264, -97.8206776)",,30.1999264,-97.8206776
REQ15-000455,WEST GATE BLVD / MANASSAS DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,20,80,MAY,2015,7700,,WEST GATE BLVD,7701,,MANASSAS DR,TVL15-000655,"(30.1999264, -97.8206776)",,30.1999264,-97.8206776
REQ15-000455,WEST GATE BLVD / MANASSAS DR,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,94,81,DEC,2017,7700,,WEST GATE BLVD,7701,,MANASSAS DR,TVL17-003630,"(30.1999264, -97.8206776)",,30.1999264,-97.8206776
REQ15-000595,FM 2222 RD / HIGHLAND HILLS CIR,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,116,65,DEC,2017,3552,,FM 2222 RD,5700,,HIGHLAND HILLS CIR,TVL17-003745,"(30.3395348, -97.7593307)",,30.3395348,-97.7593307
REQ14-000620,1ST ST / CAMPERDOWN ELM DR,,PHB,DESIGN,COMPLETED,1/4 Cent,23,479,JUL,2014,10200,S,1ST ST,111,,CAMPERDOWN ELM DR,PVL14-000340,"(30.1542155, -97.8006264)",,30.1542155,-97.8006264
REQ15-000630,CAPITAL OF TEXAS HWY / PARKSTONE HEIGHTS DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,42,140,DEC,2016,1500,S,CAPITAL OF TEXAS HWY,4101,,PARKSTONE HEIGHTS DR,TVL16-003310,"(30.2716462, -97.8176015)",,30.2716462,-97.8176015
REQ15-000630,CAPITAL OF TEXAS HWY / PARKSTONE HEIGHTS DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,19,140,DEC,2015,1500,S,CAPITAL OF TEXAS HWY,4101,,PARKSTONE HEIGHTS DR,TVL15-000405,"(30.2716462, -97.8176015)",,30.2716462,-97.8176015
REQ15-000630,CAPITAL OF TEXAS HWY / PARKSTONE HEIGHTS DR,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,32,160,DEC,2017,1500,S,CAPITAL OF TEXAS HWY,4101,,PARKSTONE HEIGHTS DR,TVL17-003550,"(30.2716462, -97.8176015)",,30.2716462,-97.8176015
REQ15-000635,6TH ST / PRESSLER ST,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,75,99,DEC,2016,1300,W,6TH ST,600,,PRESSLER ST,TVL16-002610,"(30.273898, -97.760207)",,30.273898,-97.760207
REQ15-000635,6TH ST / PRESSLER ST,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,18,95,MAY,2015,1300,W,6TH ST,600,,PRESSLER ST,TVL15-000400,"(30.273898, -97.760207)",,30.273898,-97.760207
REQ15-000635,6TH ST / PRESSLER ST,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,55,129,DEC,2017,1300,W,6TH ST,600,,PRESSLER ST,TVL17-003735,"(30.273898, -97.760207)",,30.273898,-97.760207
REQ15-000780,MC NEIL DR / AVERY ISLAND AVE,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,28,170,DEC,2017,6411,,MC NEIL DR,6411,,AVERY ISLAND AVE,TVL17-003620,"(30.4400979, -97.7524616)",,30.4400979,-97.7524616
REQ16-000825,SPRINGDALE RD / GOVALLE AVE,,TRAFFIC,STUDY,COMPLETED,None Identified,10,186,MAY,2016,960,,SPRINGDALE RD,3700,,GOVALLE AVE,TVL16-000285,"(30.2640204, -97.6965428)",,30.2640204,-97.6965428
REQ16-000830,REDBUD TRL / STRATFORD DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,88,80,DEC,2016,3470,,REDBUD TRL,3301,,STRATFORD DR,TVL16-002745,"(30.2900719, -97.790691)",,30.2900719,-97.790691
REQ16-000830,REDBUD TRL / STRATFORD DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,20,80,MAY,2016,3470,,REDBUD TRL,3301,,STRATFORD DR,TVL16-000280,"(30.2900719, -97.790691)",,30.2900719,-97.790691
REQ16-000830,REDBUD TRL / STRATFORD DR,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,97,80,DEC,2017,3470,,REDBUD TRL,3301,,STRATFORD DR,TVL17-003680,"(30.2900719, -97.790691)",,30.2900719,-97.790691
REQ15-000835,11850 BLK N LAMAR BLVD (Brentwood Christian School),Brentwood Christian School,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,17,172,DEC,2016,11850,N,LAMAR BLVD,0,,,TVL16-003290,"(30.39053, -97.68245)",,30.39053,-97.68245
REQ15-000835,11850 BLK N LAMAR BLVD (Brentwood Christian School),Brentwood Christian School,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,15,172,DEC,2015,11850,N,LAMAR BLVD,0,,,TVL15-000275,"(30.39053, -97.68245)",,30.39053,-97.68245
REQ16-001570,2400 BLK PARK BEND DR,,PHB,TURNED_ON,COMPLETED,Private,12,0,,,2400,,PARK BEND DR,0,,,PVL16-001200,"(30.4098797, -97.7078629)",,30.4098797,-97.7078629
